,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
623111,2988,2722,1,974941682,F,18,6,92122,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
544020,5686,2393,2,958602842,M,56,16,60610,Star Trek: Insurrection (1998),Action|Sci-Fi
591968,1922,2485,3,975129340,F,25,7,94303,She's All That (1999),Comedy|Romance
982179,5220,1346,3,961542835,M,25,7,91436,Cat People (1982),Horror
27223,3514,527,5,966972566,M,18,12,30318,Schindler's List (1993),Drama|War
634207,3585,340,3,966698380,M,35,20,60640,"War, The (1994)",Adventure|Drama
413986,1088,3623,3,1039747636,F,1,10,98103,Mission: Impossible 2 (2000),Action|Thriller
712504,3560,678,5,966796798,F,25,6,74105,Some Folks Call It a Sling Blade (1993),Drama|Thriller
141970,3654,2571,5,966452952,M,25,17,94901,"Matrix, The (1999)",Action|Sci-Fi|Thriller
564878,78,342,5,978570974,F,45,1,98029,Muriel's Wedding (1994),Comedy|Romance
636640,1339,293,5,974871608,M,35,18,85275,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
872765,1680,1978,4,974709972,M,25,20,95380,Friday the 13th Part V: A New Beginning (1985),Horror
727486,3575,3835,3,966719783,M,25,18,54915,"Crush, The (1993)",Thriller
919128,646,3724,4,975781148,M,35,7,08505,Coming Home (1978),Drama|War
134734,3314,1198,4,967944951,M,25,7,06516,Raiders of the Lost Ark (1981),Action|Adventure
963143,3578,1194,3,966711277,M,50,3,96714,Up in Smoke (1978),Comedy
846461,1706,1963,4,974709308,M,25,20,19134,Take the Money and Run (1969),Comedy
137300,3281,593,4,968167069,M,25,17,79705,"Silence of the Lambs, The (1991)",Drama|Thriller
276430,352,2159,1,976330506,M,18,4,60115,Henry: Portrait of a Serial Killer (1990),Crime|Horror
977397,5972,3391,1,959717931,F,25,20,55428,Who's That Girl? (1987),Comedy
564052,5188,3101,3,961720453,F,35,9,44406,Fatal Attraction (1987),Thriller
236125,3056,3793,5,970124031,M,25,18,10309,X-Men (2000),Action|Sci-Fi
442743,4381,2140,3,965262614,M,25,4,65804,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
999590,5063,1877,2,962497980,F,1,10,22801,Little Men (1998),Drama
524788,1399,3175,4,1008600794,M,18,17,10804,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
219864,2203,1387,5,974604005,M,45,12,53718,Jaws (1975),Action|Horror
944713,1301,3029,4,974786914,F,25,2,10475,Nighthawks (1981),Action|Drama
161388,4479,457,4,967257790,M,50,13,33015,"Fugitive, The (1993)",Action|Thriller
343759,59,199,3,1041966969,F,50,1,55413,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical
77122,3159,3578,4,968880331,F,25,15,15213,Gladiator (2000),Action|Drama
81995,4021,3108,4,965524011,M,50,20,95236,"Fisher King, The (1991)",Comedy|Drama|Romance
649252,5831,2542,4,991107573,M,25,1,92120,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
186167,1173,3534,2,974859844,F,25,7,10019,28 Days (2000),Comedy
654019,1712,1186,2,1012114402,M,25,0,73003,"Sex, Lies, and Videotape (1989)",Drama
241480,1602,296,4,974733572,F,25,7,10562,Pulp Fiction (1994),Crime|Drama
472852,5317,2174,4,960909227,F,25,0,02138,Beetlejuice (1988),Comedy|Fantasy
832171,3454,1895,3,968198566,M,18,0,92122,Can't Hardly Wait (1998),Comedy|Drama|Romance
719413,5756,3052,4,958257856,F,1,10,98110,Dogma (1999),Comedy
729165,752,2478,2,1029311983,F,25,3,97401,Three Amigos! (1986),Comedy|Western
58391,3686,608,5,966345914,M,25,7,48070,Fargo (1996),Crime|Drama|Thriller
64092,3902,648,5,965766833,M,25,5,46239,Mission: Impossible (1996),Action|Adventure|Mystery
102221,418,589,3,976285343,F,25,3,54016,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
423493,1937,2054,3,974760273,M,25,11,92335,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
880846,1647,410,3,1027846885,M,18,18,98118,Addams Family Values (1993),Comedy
390414,1579,2699,3,974737901,M,25,0,60201,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
223309,1279,2947,2,974857338,M,35,1,98502,Goldfinger (1964),Action
490535,4233,858,4,965310678,M,35,4,37917,"Godfather, The (1972)",Action|Crime|Drama
658300,549,2145,3,976118479,M,25,6,53217,Pretty in Pink (1986),Comedy|Drama|Romance
175072,4948,318,4,962649517,M,45,2,94618,"Shawshank Redemption, The (1994)",Drama
837990,1224,2171,4,974909180,M,50,13,02125,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
309635,3794,24,2,966015339,F,18,4,53211,Powder (1995),Drama|Sci-Fi
345022,2645,2100,4,973561185,M,25,7,60657,Splash (1984),Comedy|Fantasy|Romance
674439,4815,940,5,962928657,F,50,18,04849,"Adventures of Robin Hood, The (1938)",Action|Adventure
463053,5860,3039,3,958701774,F,25,4,91428,Trading Places (1983),Comedy
224376,1120,1240,3,974911705,M,18,4,95616,"Terminator, The (1984)",Action|Sci-Fi|Thriller
372148,314,73,4,976473956,F,56,9,46911,"Misérables, Les (1995)",Drama|Musical
800848,4429,1208,5,965102805,M,25,5,85705,Apocalypse Now (1979),Drama|War
135156,4293,1198,5,965271693,F,45,9,55391,Raiders of the Lost Ark (1981),Action|Adventure
367775,157,1701,3,977250392,M,35,16,12866,Deconstructing Harry (1997),Comedy|Drama
984374,2541,3042,2,974045690,F,35,5,49424,Meatballs III (1987),Comedy
745231,4673,1965,4,963767396,M,35,16,94705,Repo Man (1984),Comedy|Sci-Fi
524605,818,3175,3,975384875,M,18,4,60107,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
526803,4041,2378,4,965713977,M,18,3,48005,Police Academy (1984),Comedy
548599,5268,2108,4,961172088,F,25,2,68502,L.A. Story (1991),Comedy|Romance
592054,3441,2485,3,972796260,F,25,14,94109,She's All That (1999),Comedy|Romance
107710,1174,2858,4,974857875,F,18,16,91780,American Beauty (1999),Comedy|Drama
352491,1420,1221,5,975504515,M,18,4,01375,"Godfather: Part II, The (1974)",Action|Crime|Drama
921450,752,3007,4,975458000,F,25,3,97401,American Movie (1999),Documentary
136026,274,593,5,976594441,M,18,4,55455,"Silence of the Lambs, The (1991)",Drama|Thriller
808125,314,1937,3,976751348,F,56,9,46911,Going My Way (1944),Comedy
399898,710,3160,4,975573510,M,25,20,85207,Magnolia (1999),Drama
253742,4736,3081,4,963297508,M,18,20,91505,Sleepy Hollow (1999),Horror|Romance
691642,1321,2064,4,974777960,F,25,14,34639,Roger & Me (1989),Comedy|Documentary
979044,5561,388,3,959374895,F,25,3,74075,Boys Life (1995),Drama
571440,2743,2539,3,973221059,M,25,14,72601,Analyze This (1999),Comedy
610994,1124,70,3,974912580,M,25,2,60156,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
382422,5535,3481,4,959578827,M,25,15,94538,High Fidelity (2000),Comedy
242677,4963,296,3,962626173,M,45,17,94931,Pulp Fiction (1994),Crime|Drama
844433,3228,233,3,968418696,M,25,14,05448,Exotica (1994),Drama
240210,2446,2700,4,974403600,M,18,7,10038,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
409949,2807,1148,3,972777812,F,35,11,22043,"Wrong Trousers, The (1993)",Animation|Comedy
546692,5925,1230,4,959186558,F,25,0,90035-4444,Annie Hall (1977),Comedy|Romance
130764,4968,1196,4,962606399,F,50,20,95404,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
844195,5112,3788,5,962327319,M,35,13,89128,Blowup (1966),Drama|Mystery
191938,5387,2997,4,960328426,F,25,1,45056,Being John Malkovich (1999),Comedy
158062,5172,380,5,983731069,F,35,11,05602,True Lies (1994),Action|Adventure|Comedy|Romance
196885,3297,1580,4,968056753,M,18,4,91325,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
193741,5074,1291,4,962434221,M,1,0,20132,Indiana Jones and the Last Crusade (1989),Action|Adventure
758237,1128,2915,2,974908145,M,25,1,72701,Risky Business (1983),Comedy
32723,1374,1545,5,974768076,M,50,1,91403,Ponette (1996),Drama
174849,4376,318,5,965177792,F,25,5,27203,"Shawshank Redemption, The (1994)",Drama
407037,5874,3751,4,979157843,M,25,4,01002,Chicken Run (2000),Animation|Children's|Comedy
243548,921,1617,3,975203426,M,25,17,92084,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
470559,1172,2316,2,974866904,F,25,0,61801,Practical Magic (1998),Drama|Romance
354808,3821,3425,3,975780017,M,25,20,44313,Mo' Better Blues (1990),Drama
25023,4200,1270,3,965322189,M,45,7,10543,Back to the Future (1985),Comedy|Sci-Fi
302973,5345,3267,4,960671358,F,25,17,80003,"Mariachi, El (1992)",Action|Thriller
340535,3217,17,5,968782733,F,35,0,92630,Sense and Sensibility (1995),Drama|Romance
247012,5003,1909,5,962591679,M,35,12,49508,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
27797,5096,527,4,962379154,M,25,11,75206,Schindler's List (1993),Drama|War
498082,1345,1042,5,974774264,F,25,2,75070,That Thing You Do! (1996),Comedy
866794,3087,2168,3,969682737,F,1,1,90802,Dance with Me (1998),Drama|Romance
164671,4977,1527,3,962601714,M,25,4,92507,"Fifth Element, The (1997)",Action|Sci-Fi
883188,3280,374,1,968347486,M,25,7,33486,Richie Rich (1994),Children's|Comedy
185554,4058,1394,5,965492162,M,25,6,73118,Raising Arizona (1987),Comedy
455411,5614,750,5,959132007,M,25,0,12833,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
283981,5364,1500,3,960523198,F,25,3,55408,Grosse Pointe Blank (1997),Comedy|Crime
623633,3296,2805,4,968057735,M,18,14,90292,Mickey Blue Eyes (1999),Comedy|Romance
53131,1922,2028,3,974775328,F,25,7,94303,Saving Private Ryan (1998),Action|Drama|War
103897,4022,589,5,965520566,M,35,14,53403,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
836641,3641,2088,4,966488636,M,25,0,92008,Popeye (1980),Adventure|Comedy|Musical
508754,1317,2000,4,975207732,M,45,7,98028,Lethal Weapon (1987),Action|Comedy|Crime|Drama
772328,5321,3543,3,960861513,M,25,4,02457,Diner (1982),Comedy|Drama
549265,3469,1234,5,967226028,M,45,17,02176,"Sting, The (1973)",Comedy|Crime
470978,1820,1371,3,974698387,M,25,20,50265,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
187594,4706,2735,3,963528573,M,25,14,68502,"Golden Child, The (1986)",Action|Adventure|Comedy
533039,1917,541,5,974691049,M,18,10,92704,Blade Runner (1982),Film-Noir|Sci-Fi
88344,1969,1259,5,974685019,F,25,3,92116,Stand by Me (1986),Adventure|Comedy|Drama
793827,1489,1180,2,975123427,F,35,2,60201,Hear My Song (1991),Comedy
345064,2892,2100,3,972006675,M,25,4,84064,Splash (1984),Comedy|Fantasy|Romance
898510,4309,281,3,965723040,M,25,0,36301,Nobody's Fool (1994),Drama
678468,5523,2953,4,959646466,M,35,0,60187,Home Alone 2: Lost in New York (1992),Children's|Comedy
498976,735,2423,3,975646530,M,25,14,04240,Christmas Vacation (1989),Comedy
76222,403,3578,5,976292055,M,18,4,02138,Gladiator (2000),Action|Drama
631486,1884,2661,4,975648333,M,45,20,93108,It Came from Outer Space (1953),Sci-Fi
812034,1145,1235,5,974873736,M,50,3,92103,Harold and Maude (1971),Comedy
995614,2051,1501,1,974663253,M,35,7,93906,Keys to Tulsa (1997),Crime
719210,4814,3052,5,962991611,M,18,14,80526,Dogma (1999),Comedy
584137,735,2528,3,975480104,M,25,14,04240,Logan's Run (1976),Action|Adventure|Sci-Fi
393421,2344,223,5,974413339,M,25,12,02139,Clerks (1994),Comedy
952576,451,101,5,976414775,M,56,13,54720,Bottle Rocket (1996),Comedy
676046,4183,1562,1,965333036,M,25,1,91730,Batman & Robin (1997),Action|Adventure|Crime
62687,4114,2194,3,965364221,M,35,14,48187,"Untouchables, The (1987)",Action|Crime|Drama
194974,2559,2167,3,974598665,M,18,10,53207,Blade (1998),Action|Adventure|Horror
463521,5345,830,3,960673407,F,25,17,80003,"First Wives Club, The (1996)",Comedy
920408,3618,82,2,967117411,M,56,17,22657,Antonia's Line (Antonia) (1995),Drama
933835,2943,2924,4,971320598,M,35,12,95864,Drunken Master (Zui quan) (1979),Action|Comedy
159776,5387,349,4,960330085,F,25,1,45056,Clear and Present Danger (1994),Action|Adventure|Thriller
292358,5686,3113,3,958603100,M,56,16,60610,End of Days (1999),Action|Thriller
625842,5026,2392,2,962586845,M,25,17,92584,Jack Frost (1998),Comedy|Drama
334627,5234,3536,4,961449293,F,25,0,60657,Keeping the Faith (2000),Comedy|Romance
546764,316,2105,5,976466021,M,56,13,90740,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
258839,485,2716,4,976216475,M,56,7,55042,Ghostbusters (1984),Comedy|Horror
104691,6011,589,5,956783615,M,35,15,80538,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
210620,5957,2115,3,957073251,M,18,20,02038,Indiana Jones and the Temple of Doom (1984),Action|Adventure
842304,5519,1081,5,960431377,M,35,15,33167,Victor/Victoria (1982),Comedy|Musical
251002,2188,50,4,974663588,F,18,19,60641,"Usual Suspects, The (1995)",Crime|Thriller
769681,1396,1285,3,974765048,F,25,12,94530,Heathers (1989),Comedy
994247,5312,3691,4,964669321,M,25,1,10463,Private School (1983),Comedy
586717,1133,1263,5,974887371,M,18,2,90038,"Deer Hunter, The (1978)",Drama|War
593793,3683,2707,2,966353445,M,25,2,30606,Arlington Road (1999),Thriller
624592,5762,2761,3,958311536,F,35,6,55125,"Iron Giant, The (1999)",Animation|Children's
484501,2274,924,5,974565287,M,18,2,31401,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
505986,4186,1129,2,965327590,M,25,7,33308,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
865433,2092,3873,3,974769170,M,56,1,49006,Cat Ballou (1965),Comedy|Western
669908,2641,3635,4,973568502,M,25,6,19428,"Spy Who Loved Me, The (1977)",Action
510711,3695,2001,4,966303322,M,25,2,98502,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
299445,5763,913,5,958188813,F,25,1,08904,"Maltese Falcon, The (1941)",Film-Noir|Mystery
916808,2583,2457,4,974584761,M,35,7,19610,Running Scared (1986),Action|Comedy
786533,431,609,2,976249903,M,18,10,55303,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's
101868,5394,3471,4,981230594,M,18,0,60618,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
417394,4907,1233,5,962680567,F,50,7,55082,"Boat, The (Das Boot) (1981)",Action|Drama|War
759865,3841,2352,2,965996395,M,45,18,26101,"Big Chill, The (1983)",Comedy|Drama
862177,2910,1983,2,1016472468,M,1,19,75602,Halloween II (1981),Horror
943280,4192,3791,2,965324874,M,35,17,77521,Footloose (1984),Drama
785384,3203,3098,5,992585202,M,35,0,90254,"Natural, The (1984)",Drama
69128,2648,2916,5,1031706594,M,25,17,27707,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
714642,1647,256,3,1027847352,M,18,18,98118,Junior (1994),Comedy|Sci-Fi
809280,6032,921,5,956718030,M,45,7,55108,My Favorite Year (1982),Comedy
288449,3643,1653,3,966635007,M,25,17,22302,Gattaca (1997),Drama|Sci-Fi|Thriller
159697,4879,349,3,963000541,M,25,3,60626,Clear and Present Danger (1994),Action|Adventure|Thriller
935124,5359,3299,4,964325502,M,18,16,27705,Hanging Up (2000),Comedy|Drama
906816,4408,2744,3,965172043,F,45,2,19033,Otello (1986),Drama
488076,4447,3704,3,965146390,M,45,5,32953,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
779504,2986,1100,2,970808512,M,25,4,24060,Days of Thunder (1990),Action|Romance
44780,4945,1961,5,962642300,M,50,0,62234,Rain Man (1988),Drama
804677,2104,2534,3,974652590,M,45,15,60035,Avalanche (1978),Action
830934,1837,3271,4,974838660,M,25,2,08817,Of Mice and Men (1992),Drama
730271,716,1249,5,978749798,M,18,4,98188,Nikita (La Femme Nikita) (1990),Thriller
520828,2146,2948,2,974623277,M,18,2,96002,From Russia with Love (1963),Action
240477,3683,2700,5,966353839,M,25,2,30606,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
577802,1451,2641,3,974767203,M,35,20,90012,Superman II (1980),Action|Adventure|Sci-Fi
797087,4510,955,4,964991174,M,45,7,92503,Bringing Up Baby (1938),Comedy
399638,4790,1343,3,963105289,F,25,2,94133,Cape Fear (1991),Thriller
524966,2011,3175,4,974676810,F,35,3,01545,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
414657,4022,3623,4,965520100,M,35,14,53403,Mission: Impossible 2 (2000),Action|Thriller
182725,2826,3421,4,972776873,M,35,12,10011,Animal House (1978),Comedy
225676,4877,1240,3,962766150,M,25,4,94703,"Terminator, The (1984)",Action|Sci-Fi|Thriller
411763,261,1584,2,976668787,M,25,20,75801,Contact (1997),Drama|Sci-Fi
265938,1954,1704,5,974693859,M,25,16,91402,Good Will Hunting (1997),Drama
818379,2857,3019,3,972510987,M,25,0,10469,Drugstore Cowboy (1989),Crime|Drama
59462,752,1246,3,975459565,F,25,3,97401,Dead Poets Society (1989),Drama
779988,3808,432,3,965967609,M,25,7,60010,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western
323804,4458,714,4,965075544,F,25,4,15701-2017,Dead Man (1995),Western
355697,3727,1393,3,966308970,M,35,7,74401,Jerry Maguire (1996),Drama|Romance
672285,1010,1391,1,975220293,M,25,0,10310,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
110329,5774,2858,4,958166289,M,18,4,94118,American Beauty (1999),Comedy|Drama
328195,4344,364,4,965655094,M,25,1,44240,"Lion King, The (1994)",Animation|Children's|Musical
296192,3418,1517,5,967397759,F,18,3,22305,Austin Powers: International Man of Mystery (1997),Comedy
916909,4425,2457,3,965119454,M,35,7,98607,Running Scared (1986),Action|Comedy
754362,2436,3361,3,974223760,M,25,7,22902,Bull Durham (1988),Comedy
174468,3344,318,5,967777063,M,35,0,08902,"Shawshank Redemption, The (1994)",Drama
463938,656,904,5,975696973,F,45,16,92106,Rear Window (1954),Mystery|Thriller
357526,3724,508,4,966225340,M,35,6,77083,Philadelphia (1993),Drama
240610,4352,2700,5,965232020,M,18,4,11010,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
459607,2771,329,3,973104567,M,18,1,92037,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
322982,1420,36,5,974767345,M,18,4,01375,Dead Man Walking (1995),Drama
149716,1490,1954,4,974770954,M,50,7,90505,Rocky (1976),Action|Drama
215746,5858,1214,5,957715168,M,25,4,01002,Alien (1979),Action|Horror|Sci-Fi|Thriller
982872,869,2889,4,999375904,M,18,20,92026,"Mystery, Alaska (1999)",Comedy
838098,4829,2171,4,962918380,M,25,0,20008,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
708108,2899,3268,1,971918661,M,35,14,94133,Stop! Or My Mom Will Shoot (1992),Action|Comedy
968410,699,274,3,986532833,M,18,0,73505,Man of the House (1995),Comedy
573843,838,3897,5,975359004,M,50,17,92661,Almost Famous (2000),Comedy|Drama
782532,2565,2420,3,973969650,M,35,5,34786,"Karate Kid, The (1984)",Drama
376114,3681,111,3,966354093,M,25,7,29662,Taxi Driver (1976),Drama|Thriller
242086,3341,296,5,967798661,M,25,20,91730,Pulp Fiction (1994),Crime|Drama
122367,1306,1370,4,1011418714,M,25,3,64068,Die Hard 2 (1990),Action|Thriller
542765,2941,3264,3,971346779,M,35,12,98033,Buffy the Vampire Slayer (1992),Comedy|Horror
479499,5324,2826,1,960861113,M,25,7,02150,"13th Warrior, The (1999)",Action|Horror|Thriller
387942,3562,2541,3,971019136,F,25,6,32812,Cruel Intentions (1999),Drama
821786,1310,3111,4,974782001,M,45,0,92866,Places in the Heart (1984),Drama
627005,4160,2553,4,965336799,M,35,20,10027,Village of the Damned (1960),Horror|Sci-Fi|Thriller
223672,3822,2947,4,966294700,M,45,20,98027,Goldfinger (1964),Action
193957,5831,1291,4,957899137,M,25,1,92120,Indiana Jones and the Last Crusade (1989),Action|Adventure
950618,3771,2026,1,966181796,M,25,1,14982,Disturbing Behavior (1998),Horror|Thriller
2308,499,914,5,976212779,F,25,1,55108,My Fair Lady (1964),Musical|Romance
179058,3485,356,3,967060409,M,25,0,94121,Forrest Gump (1994),Comedy|Romance|War
516373,2878,969,4,972362758,F,50,20,88005,"African Queen, The (1951)",Action|Adventure|Romance|War
479751,3675,3629,4,966363792,M,35,7,06680,"Gold Rush, The (1925)",Comedy
583329,218,3745,2,976841936,M,35,14,95822,Titan A.E. (2000),Adventure|Animation|Sci-Fi
715464,3677,2163,3,966364355,F,25,12,06906,Attack of the Killer Tomatoes! (1980),Comedy|Horror
165837,4006,3418,3,965552008,M,1,7,48038,Thelma & Louise (1991),Action|Drama
405068,5269,1358,5,966914883,M,18,0,37211,Sling Blade (1996),Drama|Thriller
795734,258,930,4,976672821,M,25,7,55436,Notorious (1946),Film-Noir|Romance|Thriller
875442,4823,2401,2,969245792,M,18,4,46219,Pale Rider (1985),Western
880624,3840,2827,1,975987956,F,25,0,02176,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
978242,3054,1399,3,987020232,M,18,4,44056,Marvin's Room (1996),Drama
821231,2796,3546,3,997321900,M,25,14,92104,What Ever Happened to Baby Jane? (1962),Drama|Thriller
866337,850,2738,2,975357037,M,35,0,60640,Crimes of the Heart (1986),Comedy|Drama
737041,4342,2808,3,965231478,M,25,0,66614,Universal Soldier (1992),Action|Sci-Fi
228695,3402,1175,4,967431337,M,35,20,30306,Delicatessen (1991),Comedy|Sci-Fi
744370,5719,3634,3,958504832,M,56,7,21773,Seven Days in May (1964),Thriller
821859,3410,3111,3,967485940,M,35,1,20653,Places in the Heart (1984),Drama
277299,257,3176,4,976673284,M,18,18,55113,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
510626,3315,2001,5,967943687,M,25,12,78731,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
132300,22,736,2,978136997,M,18,15,53706,Twister (1996),Action|Adventure|Romance|Thriller
923657,2381,1919,2,974324868,F,35,9,13066,Madeline (1998),Children's|Comedy
369880,4258,1639,5,994697486,M,25,17,19711,Chasing Amy (1997),Drama|Romance
521213,5661,2948,4,958779265,F,25,15,03255,From Russia with Love (1963),Action
107784,1292,2858,5,974788758,M,25,7,94904,American Beauty (1999),Comedy|Drama
314341,4702,1747,3,963541315,M,25,11,13031,Wag the Dog (1997),Comedy|Drama
860644,3169,2986,3,968810136,M,50,0,23518,Robocop 2 (1990),Action|Crime|Sci-Fi
462148,3769,2090,5,966637198,M,25,15,02446,"Rescuers, The (1977)",Animation|Children's
303607,3893,3624,4,965793958,M,25,6,79401,Shanghai Noon (2000),Action
764805,3626,724,5,966617680,M,25,17,75075,"Craft, The (1996)",Drama|Horror
905528,4897,3024,3,962716883,M,35,16,16844,Piranha (1978),Horror|Sci-Fi
509314,3511,2000,3,966976164,M,50,0,88004,Lethal Weapon (1987),Action|Comedy|Crime|Drama
185228,2854,1394,5,972531933,F,18,4,64151,Raising Arizona (1987),Comedy
535137,5615,543,2,959305248,M,35,7,07028,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
204253,2015,1304,5,974674683,M,18,4,01003,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
850705,3683,1977,2,966521461,M,25,2,30606,Friday the 13th: The Final Chapter (1984),Horror
151496,3065,235,4,971148565,F,18,4,48135,Ed Wood (1994),Comedy|Drama
152883,4917,1957,4,962677468,M,45,0,27312,Chariots of Fire (1981),Drama
177547,3926,1244,4,965710130,M,25,2,94404,Manhattan (1979),Comedy|Drama|Romance
548884,1101,1234,4,974926326,M,35,1,06417,"Sting, The (1973)",Comedy|Crime
312780,2052,2188,4,974661685,M,1,10,46033,54 (1998),Drama
819017,2287,1272,5,974518648,M,56,0,06082,Patton (1970),Drama|War
625782,3168,2392,3,968813123,F,35,5,94546,Jack Frost (1998),Comedy|Drama
644766,5312,1077,4,962156725,M,25,1,10463,Sleeper (1973),Comedy|Sci-Fi
640371,4611,3594,1,964152296,F,18,4,78705,Center Stage (2000),Drama
308937,1288,272,4,974794026,F,35,19,92867,"Madness of King George, The (1994)",Drama
171190,2022,1784,4,976138325,M,25,7,60137,As Good As It Gets (1997),Comedy|Drama
158882,147,349,4,977336766,M,18,4,91360,Clear and Present Danger (1994),Action|Adventure|Thriller
617755,948,2394,3,975149358,M,56,12,43056,"Prince of Egypt, The (1998)",Animation|Musical
305545,918,2683,1,978242492,F,45,1,91901,Austin Powers: The Spy Who Shagged Me (1999),Comedy
980229,4169,3796,3,991266535,M,50,0,66048,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller
613828,4001,2961,5,965572709,F,25,1,01860,"Story of Us, The (1999)",Comedy|Drama
263135,531,1127,4,1017185318,F,18,14,22206,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
542811,3609,3264,4,966615373,F,25,17,48239,Buffy the Vampire Slayer (1992),Comedy|Horror
209658,764,2115,5,975454043,M,18,20,85296,Indiana Jones and the Temple of Doom (1984),Action|Adventure
334570,4116,3536,5,982988165,M,35,7,07040,Keeping the Faith (2000),Comedy|Romance
464148,1869,904,4,974695159,M,45,14,95148,Rear Window (1954),Mystery|Thriller
36512,2140,1907,4,974636427,M,45,14,46804,Mulan (1998),Animation|Children's
936194,1741,390,4,974709490,M,35,7,91107,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
549248,3353,1234,5,968127457,M,35,17,92688,"Sting, The (1973)",Comedy|Crime
265639,848,1704,4,975351452,M,25,15,94121,Good Will Hunting (1997),Drama
645184,1880,2527,4,975381586,M,35,0,91006,Westworld (1973),Action|Sci-Fi|Thriller|Western
342156,300,912,5,976506337,M,25,7,78664,Casablanca (1942),Drama|Romance|War
952071,3940,2267,4,965822497,M,35,20,32708,Mortal Thoughts (1991),Mystery|Thriller
458564,4951,2300,3,962644502,F,35,17,90291,"Producers, The (1968)",Comedy|Musical
978772,3601,3711,4,966640643,F,35,3,95405,Sarafina! (1992),Drama
247518,5337,224,5,960747389,F,35,3,02725-1010,Don Juan DeMarco (1995),Comedy|Drama|Romance
272112,3944,1923,4,965690860,F,35,16,80401,There's Something About Mary (1998),Comedy
354763,293,3425,3,980975130,M,56,1,55337-4056,Mo' Better Blues (1990),Drama
314697,1173,2908,3,974858536,F,25,7,10019,Boys Don't Cry (1999),Drama
16691,5636,1035,3,985828429,M,25,7,98102,"Sound of Music, The (1965)",Musical
875261,1868,2401,4,974694703,M,50,11,92346,Pale Rider (1985),Western
191681,4736,2997,5,963297369,M,18,20,91505,Being John Malkovich (1999),Comedy
679756,117,2450,3,977507286,M,25,17,33314,Howard the Duck (1986),Adventure|Children's|Sci-Fi
546861,937,2105,4,991773532,M,25,15,60513,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
436332,1100,2138,3,974923701,M,25,0,60090,Watership Down (1978),Animation|Children's|Drama|Fantasy
760377,3948,1057,5,965682634,F,45,12,61554,Everyone Says I Love You (1996),Comedy|Musical|Romance
61515,710,647,3,978382597,M,25,20,85207,Courage Under Fire (1996),Drama|War
388271,749,1673,3,975919586,M,35,18,56303,Boogie Nights (1997),Drama
111879,855,515,3,976339906,F,18,2,72701,"Remains of the Day, The (1993)",Drama
949484,4342,3491,5,965231755,M,25,0,66614,My Chauffeur (1986),Comedy
